,open,high,low,close,volume,rsi,atr,sma_20,swing_high,swing_low,structure,liq_above,liq_below,fvg_bull,fvg_bear,body_size,range_size,ob_bull,ob_bear,signal,equity
2023-01-02 09:00:00,98.2370669888042,98.35683392558579,98.09415965799734,98.2370669888042,7509,38.19437601412902,0.6534884417106578,98.79732203667945,False,False,ranging,True,True,False,False,0.0,0.26267426758845147,False,False,-1,100000
2023-01-02 10:00:00,97.81398261722184,98.00814139913267,97.66234156947185,97.81398261722184,8693,39.5787304980663,0.627633186020815,98.65041825359029,False,False,ranging,True,True,False,False,0.0,0.34579982966081957,False,False,-1,100000
2023-01-02 11:00:00,98.14300058206311,98.28795652075293,97.82493760981345,98.14300058206311,1071,35.32745678828826,0.6084091681316589,98.55446372539345,False,False,ranging,True,True,False,False,0.0,0.463018910939482,False,False,-1,100000
2023-01-02 12:00:00,97.6546631220747,98.12685915106171,96.82676511040137,97.6546631220747,4580,31.859025676715248,0.6841886244954237,98.445338074782,False,False,ranging,True,True,False,False,0.0,1.3000940406603405,False,False,-1,100000
2023-01-02 13:00:00,97.7382085600766,98.1059382589773,97.62048376992297,97.7382085600766,8962,32.79618424062872,0.6891850911114555,98.36064631847734,False,False,ranging,True,True,False,False,0.0,0.48545448905433375,False,False,-1,100000
2023-01-02 14:00:00,96.95434051052469,97.39365297458764,96.80165142281244,96.95434051052469,1268,31.173515013547103,0.6821300846789465,98.23047621304316,False,False,ranging,True,True,False,False,0.0,0.5920015517751978,False,False,-1,100000
2023-01-02 15:00:00,96.42306609096532,96.4904016365333,96.41539379730773,96.42306609096532,3462,29.06628066209602,0.6189036643532678,98.09190286814147,False,False,ranging,True,True,False,False,0.0,0.0750078392255773,False,False,0,100000
2023-01-02 16:00:00,96.50181058531297,96.81594007609661,95.97108781384622,96.50181058531297,2015,29.588140986814892,0.6659608284905586,97.98551282198383,False,False,ranging,True,True,False,False,0.0,0.8448522622503845,False,False,0,100000
2023-01-02 17:00:00,96.79719721731114,97.3023755247485,96.58878327798442,96.79719721731114,8984,37.22459184827644,0.6516761252057981,97.8645791320477,False,False,ranging,True,True,False,False,0.0,0.7135922467640796,False,False,-1,100000
2023-01-02 18:00:00,96.86574452978712,97.0034098086478,96.7429597983532,96.86574452978712,1406,36.06529138818788,0.6411587470913186,97.75158833374509,False,False,ranging,True,True,False,False,0.0,0.2604500102946048,False,False,-1,100000
2023-01-02 19:00:00,96.81948521683182,97.14308946686121,96.66225869745145,96.81948521683182,8384,37.71863851043977,0.6538499948670226,97.63493400570096,False,False,ranging,True,True,False,False,0.0,0.48083076940976355,False,False,-1,100000
2023-01-02 20:00:00,96.6990437385961,96.71059627944632,96.65333727698598,96.6990437385961,7049,37.685118938678066,0.6332656601953589,97.5407525674693,False,False,ranging,True,True,False,False,0.0,0.057259002460341435,False,False,-1,100000
2023-01-02 21:00:00,96.10763494244914,96.15942313243139,95.86090896273448,96.10763494244914,7169,34.80319444733877,0.6586453281938347,97.4278883439208,False,False,ranging,True,True,False,False,0.0,0.2985141696969009,False,False,-1,100000
2023-01-02 22:00:00,95.81969725909126,96.08479524033726,95.48338805889391,95.81969725909126,8982,20.691740522518757,0.6145567844501473,97.29840878441021,False,False,ranging,True,True,False,False,0.0,0.6014071814433493,False,False,0,100000
2023-01-02 23:00:00,95.63544175070734,95.83113861423136,95.63537963123188,95.63544175070734,1985,19.833493477293473,0.6097771212652207,97.18273632102887,False,False,ranging,True,True,False,False,0.0,0.1957589829994788,False,False,0,100000
2023-01-03 00:00:00,96.05829064119492,96.53120828829019,96.05550054485333,96.05829064119492,5485,29.641193087850326,0.6327086297116844,97.08069234180499,False,False,ranging,True,True,False,False,0.0,0.47570774343685684,False,False,0,100000
2023-01-03 01:00:00,96.1957379570223,96.63870006194007,96.09736954206842,96.1957379570223,9901,26.369908673412652,0.6403111666555462,96.99753350217085,False,False,ranging,True,True,False,False,0.0,0.54133051987165,False,False,0,100000
2023-01-03 02:00:00,95.4905218948772,95.90454930112143,95.44396468971951,95.4905218948772,3618,25.051294482940165,0.5999924377727643,96.88494773442534,False,False,ranging,True,True,False,False,0.0,0.4605846114019272,False,False,0,100000
2023-01-03 03:00:00,95.62015548263513,95.80782429308799,95.37262600323484,95.62015548263513,7289,25.839347129445628,0.5964027092583939,96.7908777783123,False,False,ranging,True,True,False,False,0.0,0.43519828985314746,False,False,0,100000
2023-01-03 04:00:00,95.4661225704686,95.58486363049983,95.20598350575533,95.4661225704686,7928,30.17525046210484,0.5590894835166539,96.65206061290078,False,False,ranging,True,True,False,False,0.0,0.37888012474449795,False,False,-1,100000
2023-01-03 05:00:00,95.19535377034622,95.34356282623104,94.99791882362364,95.19535377034622,6368,32.425746476762924,0.5540364144900829,96.49997495197788,False,True,bearish,True,True,False,False,0.0,0.3456440026074006,False,False,-1,100000
2023-01-03 06:00:00,95.44002428588256,95.51822641562973,95.34890647724956,95.44002428588256,5621,35.49018264914832,0.5167521561353061,96.38127703541092,False,False,ranging,True,True,False,False,0.0,0.1693199383801698,False,False,-1,100000
2023-01-03 07:00:00,95.85242409488094,96.01751564103458,95.44866281783898,95.85242409488094,8566,37.489325285151196,0.5008183286864839,96.2667482110518,False,False,ranging,True,True,False,False,0.0,0.5688528231955985,False,False,-1,100000
2023-01-03 08:00:00,96.22493614252743,96.42642315290884,95.97915878461097,96.22493614252743,5670,42.14663405003337,0.5232146892388617,96.19526186207443,False,False,ranging,True,True,False,False,0.0,0.44726436829786564,False,False,1,100000
2023-01-03 09:00:00,95.88924913323837,95.89691535453579,95.74638287117497,95.88924913323837,8658,39.35476493727243,0.5230520108061967,96.10281389073252,False,False,ranging,True,True,False,False,0.0,0.15053248336081992,False,False,-1,100000
2023-01-03 10:00:00,95.76556418289788,96.11738288867569,95.50324742868406,95.76556418289788,2003,39.32557203418362,0.5550511193880386,96.04337507435119,False,False,ranging,True,True,False,False,0.0,0.6141354599916298,False,False,-1,100000
2023-01-03 11:00:00,95.8980695554593,96.06114960183763,95.81930115675873,95.8980695554593,8504,47.32260115864768,0.5162975938936195,96.01712524757588,False,False,ranging,True,True,False,False,0.0,0.2418484450789009,False,False,-1,100000
2023-01-03 12:00:00,96.28828760630824,96.39947190593408,96.23021063289798,96.28828760630824,3466,55.83421628786926,0.5075229843878729,96.00644909862565,False,False,ranging,True,True,False,False,0.0,0.16926127303609917,False,False,1,100000
2023-01-03 13:00:00,96.09661791117013,96.32812752436463,95.84134852251974,96.09661791117013,2939,55.73132417956209,0.5283101285911168,95.9714201333186,False,False,ranging,True,True,False,False,0.0,0.4867790018448943,False,False,1,100000
2023-01-03 14:00:00,96.0223543205046,96.87691710669363,95.98114278398478,96.0223543205046,2635,49.511031844174354,0.5283106846715455,95.92925062285448,True,False,bullish,True,True,False,False,0.0,0.8957743227088457,False,False,1,100000
2023-01-03 15:00:00,95.5798203309022,95.92445004101383,95.46268087592352,95.5798203309022,9095,42.26194552023528,0.5268295435169686,95.86726737855798,False,False,ranging,True,True,False,False,0.0,0.46176916509030264,False,False,-1,100000
2023-01-03 16:00:00,95.10133768126992,95.62325181490336,95.07037115539018,95.10133768126992,7265,44.81511214107685,0.5126229286748532,95.78738207569168,False,True,bearish,True,True,False,False,0.0,0.5528806595131783,False,False,-1,100000
2023-01-03 17:00:00,95.4263480102276,95.53508029264854,95.34673930540771,95.4263480102276,2895,47.54577141760689,0.5125189516409583,95.7533177290806,False,False,ranging,True,True,False,False,0.0,0.18834098724083503,False,False,-1,100000
2023-01-03 18:00:00,95.96884402165593,96.30474499004377,95.79401642437246,95.96884402165593,7524,55.79585791938868,0.5456778804221278,95.76077506720884,False,False,ranging,True,True,False,False,0.0,0.5107285656713145,False,False,1,100000
2023-01-03 19:00:00,95.94003997302379,96.32844441574005,95.20839482554086,95.94003997302379,2073,59.09276514173198,0.5922382978045724,95.77600497832466,False,False,ranging,True,True,False,False,0.0,1.1200495901991872,False,False,1,100000
2023-01-03 20:00:00,96.34145313218059,96.68970116839415,96.3011693835247,96.34145313218059,6184,60.60085301753051,0.6227231942393477,95.79016310287395,False,False,ranging,False,False,False,False,0.0,0.38853178486945694,False,False,0,100000
2023-01-03 21:00:00,96.48610754219965,96.62641790259322,96.05928310136967,96.48610754219965,3402,57.952983637871775,0.6219834403873138,95.80468158213282,False,False,ranging,False,False,False,False,0.0,0.5671348012235455,False,False,0,100000
2023-01-03 22:00:00,96.2280596403576,96.33201080487682,95.95019501968513,96.2280596403576,5895,50.0403607843872,0.6192629735649301,95.84155846940683,False,False,ranging,False,False,False,False,0.0,0.3818157851916908,False,False,0,100000
2023-01-03 23:00:00,96.37261788256096,96.38669405622471,96.08299863718361,96.37261788256096,8331,56.570469747289266,0.6067731269712624,95.87918158940312,False,False,ranging,False,False,False,False,0.0,0.3036954190411052,False,False,0,100000
2023-01-04 00:00:00,96.98783250914735,97.1309447573143,96.61699329260549,96.98783250914735,2956,64.65594511772619,0.6170725137399558,95.95526708633706,False,False,ranging,False,False,False,False,0.0,0.5139514647088106,False,False,0,100000
2023-01-04 01:00:00,96.97350209350337,96.99654866082145,96.94690481621494,96.97350209350337,8023,63.27138364613615,0.5995052584304383,96.04417450249493,False,False,ranging,False,False,False,False,0.0,0.04964384460650706,False,False,0,100000
2023-01-04 02:00:00,97.59935955582897,97.98425722308554,97.54016484360729,97.59935955582897,4907,65.29005175807805,0.6358875997952518,96.15214126599224,True,False,bullish,False,False,False,False,0.0,0.4440923794782492,False,False,0,100000
2023-01-04 03:00:00,96.55146151419306,96.8503415600272,96.36616594556276,96.55146151419306,1807,54.421482121661136,0.689202928968203,96.18709313695784,False,False,ranging,False,False,False,False,0.0,0.4841756144644478,False,False,0,100000
2023-01-04 04:00:00,96.88022251594316,97.02834949089156,96.78540065913505,96.88022251594316,9378,57.94607536412252,0.6592824756817492,96.21985745562863,False,False,ranging,False,False,False,False,0.0,0.2429488317565074,False,False,0,100000
2023-01-04 05:00:00,96.91504134323843,97.38201591283635,96.73030999830709,96.91504134323843,5827,63.37803742231629,0.6658562235351907,96.27114706612863,False,False,ranging,False,False,False,False,0.0,0.6517059145292592,False,False,0,100000
2023-01-04 06:00:00,96.79543840305207,96.92387295134185,96.43427307190143,96.79543840305207,5524,68.28902774228062,0.6613361678157078,96.32264077713634,False,False,ranging,False,False,False,False,0.0,0.48959987944041927,False,False,0,100000
2023-01-04 07:00:00,96.83214271366627,97.28237065085656,96.79030883096198,96.83214271366627,3284,66.18400255236806,0.6655018255668484,96.3693444350467,False,False,ranging,False,False,False,False,0.0,0.4920618198945874,False,False,0,100000
2023-01-04 08:00:00,96.03711514782592,96.29218167045997,95.90205836837049,96.03711514782592,6313,50.74277292736186,0.6691937802439634,96.35678581212258,False,False,ranging,False,False,False,False,0.0,0.3901233020894779,False,False,0,100000
2023-01-04 09:00:00,95.94924639269091,96.05384203301327,95.94908800503393,95.94924639269091,1757,50.09889257764989,0.5966726686568313,96.34941723619862,False,False,ranging,False,False,False,False,0.0,0.10475402797933953,False,False,0,100000
2023-01-04 10:00:00,96.0920914212956,96.19686873259114,95.91172939661688,96.0920914212956,5887,47.163888076238116,0.5634925358428242,96.35290409123817,False,False,ranging,False,False,False,False,0.0,0.28513933597426444,False,False,0,100000
2023-01-04 11:00:00,96.68324903919222,96.77973955455744,96.25009259435215,96.68324903919222,4854,52.03545328679997,0.572100630988416,96.40807552665267,False,False,ranging,False,False,False,False,0.0,0.5296469602052838,False,False,0,100000
2023-01-04 12:00:00,96.47594095188276,97.09896534695102,95.78708666594159,96.47594095188276,4558,52.58643308382677,0.6275267851666239,96.47680569018331,False,False,ranging,False,False,False,False,0.0,1.311878681009432,False,False,0,100000
2023-01-04 13:00:00,96.1525435107255,96.26712414639496,95.98738245587802,96.1525435107255,1961,47.786324931369776,0.6407312906640266,96.5131154652082,False,False,ranging,False,False,False,False,0.0,0.27974169051694275,False,False,0,100000
2023-01-04 14:00:00,95.95184069329167,96.080853187449,95.58562696551742,95.95184069329167,4847,38.63116682111554,0.6270591242679363,96.51226529879,False,True,bearish,False,False,False,False,0.0,0.4952262219315742,False,False,0,100000
2023-01-04 15:00:00,96.3180015403725,96.62708657658206,96.16555948107832,96.3180015403725,7726,43.32227218083113,0.6717449841739277,96.53116337715743,False,False,ranging,False,False,False,False,0.0,0.46152709550374027,False,False,0,100000
2023-01-04 16:00:00,96.44950198423638,96.52113873194433,96.40516788859114,96.44950198423638,4575,36.97415348674441,0.6140579886017606,96.53656581976023,False,False,ranging,False,False,False,False,0.0,0.11597084335319607,False,False,0,100000
2023-01-04 17:00:00,96.23759790272956,96.31531054647577,96.10162338002266,96.23759790272956,3418,45.613685210578716,0.550821202455154,96.5241403377867,False,False,ranging,False,False,False,False,0.0,0.2136871664531128,False,False,0,100000
2023-01-04 18:00:00,96.4429048759749,96.5018098307004,96.00716461563368,96.4429048759749,5198,43.669963326313024,0.5520895766243125,96.53488259956758,False,False,ranging,False,False,False,False,0.0,0.49464521506671133,False,False,0,100000
2023-01-04 19:00:00,96.48173589571412,96.50321627353834,96.38371246633342,96.48173589571412,2001,43.73531502390403,0.5140751403868598,96.54033850022525,False,False,ranging,False,False,False,False,0.0,0.11950380720492149,False,False,0,100000
2023-01-04 20:00:00,96.86919389192728,96.88036056288023,96.77905158404403,96.86919389192728,6244,50.989694911635,0.5075769109386944,96.53440656936422,False,False,ranging,False,False,False,False,0.0,0.10130897883620094,False,False,0,100000
2023-01-04 21:00:00,96.58837265437634,96.80666151746743,96.40171051116332,96.58837265437634,8119,46.93007230381722,0.50582130814365,96.51515009740788,False,False,ranging,False,False,False,False,0.0,0.40495100630411685,False,False,0,100000
2023-01-04 22:00:00,96.45730779573724,96.47289156147943,96.115657860403,96.45730779573724,5066,56.354371812143704,0.47315205447776115,96.4580475094033,False,False,ranging,False,False,False,False,0.0,0.3572337010764244,False,False,0,100000
2023-01-04 23:00:00,96.30046453448438,96.52025655764905,95.98873099825829,96.30046453448438,3845,55.202766623757725,0.5036357352928624,96.44549766041787,False,False,ranging,False,False,False,False,0.0,0.531525559390758,False,False,0,100000
2023-01-05 00:00:00,95.71505855523154,95.73927352926411,95.6923292692709,95.71505855523154,9849,45.062252110287766,0.5267068730956633,96.38723946238228,False,False,ranging,False,False,False,False,0.0,0.046944259993210835,False,False,0,100000
2023-01-05 01:00:00,95.83350666605736,95.85709722315218,95.63236248088499,95.83350666605736,6316,37.298901817894006,0.4936416308817603,96.33316272852322,False,False,ranging,False,False,False,False,0.0,0.22473474226718793,False,False,0,100000
2023-01-05 02:00:00,95.93792877492932,96.53738898028895,95.61637160501728,95.93792877492932,1422,41.70314863576401,0.4657229661862061,96.29028724711709,False,False,ranging,False,False,False,False,0.0,0.9210173752716742,False,False,0,100000
2023-01-05 03:00:00,95.9399741575863,96.21487245999705,95.47384652778149,95.9399741575863,7715,46.36125418675268,0.48375635448697907,96.2456788193131,False,False,ranging,False,False,False,False,0.0,0.7410259322155639,False,False,0,100000
2023-01-05 04:00:00,95.84613930423625,95.95008584700564,95.60077240682874,95.84613930423625,5266,48.1218973373757,0.468213275556181,96.23613002713361,False,False,ranging,False,False,False,False,0.0,0.3493134401768998,False,False,0,100000
2023-01-05 05:00:00,95.27999100741609,95.57939404037398,95.16706814958683,95.27999100741609,8549,32.780381292711965,0.4684865092246834,96.20266725786988,False,False,ranging,False,False,False,False,0.0,0.41232589078715876,False,False,0,100000
2023-01-05 06:00:00,95.11173287830994,95.98060949176805,94.84111741200269,95.11173287830994,7316,28.0750542943197,0.5353690012385073,96.15364933072058,False,False,ranging,False,False,False,False,0.0,1.1394920797653612,False,False,0,100000
2023-01-05 07:00:00,94.97464707169922,95.60115948313344,94.71374814731682,94.97464707169922,3710,28.78088274575721,0.5739070534958576,96.06821923234594,False,False,ranging,False,False,False,False,0.0,0.8874113358166227,False,False,0,100000
2023-01-05 08:00:00,94.65373616401058,94.69561305245713,94.31610572868615,94.65373616401058,9644,21.06382660047582,0.5856139197777404,95.97710899295232,False,False,ranging,False,False,False,False,0.0,0.37950732377098007,False,False,0,100000
2023-01-05 09:00:00,94.58922187934418,94.92167672436544,94.23239831148398,94.58922187934418,9069,19.644603279146665,0.6263121058974933,95.89894291138326,False,True,bearish,False,False,False,False,0.0,0.689278412881464,False,False,0,100000
2023-01-05 10:00:00,94.75084222206999,95.06281400020765,94.2580403360932,94.75084222206999,2657,13.368361191541041,0.655322748536661,95.83889298782216,False,False,ranging,False,False,False,False,0.0,0.8047736641144496,False,False,0,100000
2023-01-05 11:00:00,95.5053165825542,95.68914875407297,95.23513036215984,95.5053165825542,3541,33.907408747783364,0.6889529736251622,95.79825873993126,False,False,ranging,False,False,False,False,0.0,0.454018391913138,False,False,0,100000
2023-01-05 12:00:00,95.57514770768694,95.89117237663903,95.38363013000442,95.57514770768694,7763,36.64948513671943,0.6914406488152532,95.7545410261038,False,False,ranging,False,False,False,False,0.0,0.507542246634614,False,False,0,100000
2023-01-05 13:00:00,95.67816786397604,95.86529855218478,95.57958232125135,95.67816786397604,4075,40.426263526283265,0.6741995977514738,95.72656952416612,False,False,ranging,False,False,False,False,0.0,0.28571623093343135,False,False,0,100000
2023-01-05 14:00:00,95.64838949766957,96.2225989038296,95.46743326834486,95.64838949766957,4164,48.76281825671722,0.6847017670565643,95.68684375525085,False,False,ranging,False,False,False,False,0.0,0.7551656354847438,False,False,0,100000
2023-01-05 15:00:00,94.88088101154996,94.93808573177897,94.7176468109157,94.88088101154996,3053,35.75386334829963,0.7351309059484704,95.60680101104263,False,False,ranging,False,False,False,False,0.0,0.22043892086327332,False,False,0,100000
2023-01-05 16:00:00,94.87027546137027,94.9355053233242,94.82143758954858,94.87027546137027,9479,33.57272479527036,0.6774916458416088,95.5068550895148,False,False,ranging,False,False,False,False,0.0,0.11406773377561308,False,False,0,100000
2023-01-05 17:00:00,94.89436754534668,95.1553878645533,94.88209179272796,94.89436754534668,6737,34.020354473345165,0.6449263937678568,95.4221548340633,False,False,ranging,False,False,False,False,0.0,0.2732960718253423,False,False,0,100000
2023-01-05 18:00:00,95.87966439034079,96.02836895673258,95.57900815360635,95.87966439034079,4217,50.402641370759625,0.7009755345684994,95.39327266379348,False,False,ranging,False,False,False,False,0.0,0.4493608031262255,False,False,0,100000
2023-01-05 19:00:00,95.80272000442834,95.84784567597141,95.5804727008023,95.80272000442834,2447,57.114009467932284,0.6738412870605757,95.36838543729067,False,False,ranging,False,False,False,False,0.0,0.26737297516910985,False,False,0,100000
2023-01-05 20:00:00,95.92333894136178,96.03282724210165,95.7693748714203,95.92333894136178,7009,61.19054816817484,0.6112670221260034,95.37879945659719,False,False,ranging,False,False,False,False,0.0,0.26345237068134963,False,False,0,100000
2023-01-05 21:00:00,95.90945423347968,96.63047890905116,95.84087425887768,95.90945423347968,1607,63.34256826624794,0.6042808302943509,95.38259683496831,False,False,ranging,False,False,False,False,0.0,0.7896046501734872,False,False,0,100000
2023-01-05 22:00:00,95.44198301843187,95.45926865754194,95.14367820604932,95.44198301843187,5552,60.79890553590392,0.6119404506098718,95.35779954714344,False,False,ranging,False,False,False,False,0.0,0.3155904514926249,False,False,0,100000
2023-01-05 23:00:00,95.89911214423788,95.95944185825236,95.13041204659928,95.89911214423788,2764,66.20238655233646,0.6219226933792734,95.35575644647601,False,False,ranging,False,False,False,False,0.0,0.8290298116530863,False,False,0,100000
2023-01-06 00:00:00,96.19988535731258,96.51508167611486,96.14257702853253,96.19988535731258,3671,67.32713013142515,0.6084366839337402,95.37344374912983,False,False,ranging,False,False,False,False,0.0,0.3725046475823319,False,False,0,100000
2023-01-06 01:00:00,96.5162981361298,96.8479559160172,95.79251350964593,96.5162981361298,7519,63.503639369715955,0.6168035321029036,95.4352591055655,False,False,ranging,False,False,False,False,0.0,1.0554424063712702,False,False,0,100000
2023-01-06 02:00:00,96.15254315421191,96.50865224588003,95.91716186784251,96.15254315421191,4962,57.150778459761945,0.6233459622209523,95.48729961936061,False,False,ranging,False,False,False,False,0.0,0.5914903780375198,False,False,0,100000
2023-01-06 03:00:00,96.71366087858635,96.9052799451951,96.70788276466604,96.71366087858635,4177,61.517280846089974,0.6563878155413343,95.57425030970496,False,False,ranging,False,False,False,False,0.0,0.19739718052906596,False,False,0,100000
2023-01-06 04:00:00,96.15292045346943,96.49582192728857,96.07405320470696,96.15292045346943,4722,55.01885970546238,0.6481336754266666,95.6492095241779,False,False,ranging,False,False,False,False,0.0,0.4217687225816178,False,False,0,100000
2023-01-06 05:00:00,96.38766329098954,96.87769275067987,96.38092352314592,96.38766329098954,5906,66.76592678929237,0.6334215047449925,95.73913159476018,False,False,ranging,False,False,False,False,0.0,0.4967692275339459,False,False,0,100000
2023-01-06 06:00:00,97.26384554131353,97.60774915921914,97.09970980676097,97.26384554131353,8263,72.33157252975806,0.7124228000631346,95.86478176072237,True,False,bullish,False,False,False,False,0.0,0.5080393524581694,False,False,0,100000
2023-01-06 07:00:00,96.86763101126125,96.95842165083296,96.5133871666686,96.86763101126125,6054,67.21484645022855,0.7456617980246989,95.9328974821577,False,False,ranging,False,False,False,False,0.0,0.445034484164367,False,False,0,100000
2023-01-06 08:00:00,96.64111191942014,96.86739467442595,96.30681541101949,96.64111191942014,1808,57.65657696285836,0.7047199543715469,95.98619569274436,False,False,ranging,False,False,False,False,0.0,0.560579263406467,False,False,0,100000
2023-01-06 09:00:00,96.6809724654552,96.7002139694331,96.46635807082282,96.6809724654552,1725,58.89743973383907,0.7000531121623885,96.03633592281832,False,False,ranging,False,False,False,False,0.0,0.23385589861027256,False,False,0,100000
2023-01-06 10:00:00,96.47958220380872,96.57821092689976,96.26412648609634,96.47958220380872,8701,55.544475521510925,0.711009798496496,96.07789555812528,False,False,ranging,False,False,False,False,0.0,0.3140844408034127,False,False,0,100000
2023-01-06 11:00:00,95.85931683138226,95.95572399601734,95.72777410973934,95.85931683138226,2216,49.5541419380097,0.7083100444890594,96.12681734911689,False,False,ranging,False,False,False,False,0.0,0.2279498862779974,False,False,0,100000
2023-01-06 12:00:00,95.88674202130467,96.01331824757526,95.88085702399647,95.88674202130467,5051,54.2909461815652,0.6646118579721048,96.17764067711362,False,False,ranging,False,False,False,False,0.0,0.13246122357878676,False,False,0,100000
2023-01-06 13:00:00,95.46182053581423,95.94593391653181,95.25996216502418,95.46182053581423,3197,45.75471475596645,0.6543934251045727,96.206013326637,False,False,ranging,False,False,False,False,0.0,0.6859717515076369,False,False,0,100000
2023-01-06 14:00:00,95.6512575080683,95.7873177985225,95.47371326794588,95.6512575080683,3806,44.55616647625826,0.6336454058782357,96.19459298252337,False,False,ranging,False,False,False,False,0.0,0.31360453057661175,False,False,0,100000
2023-01-06 15:00:00,95.28348781437478,95.35673480496197,95.17727560109248,95.28348781437478,9970,37.89069107615148,0.5921125130642751,96.1686313730207,False,False,ranging,False,False,False,False,0.0,0.17945920386949865,False,False,0,100000
2023-01-06 16:00:00,95.9034615763818,96.19268772686831,95.73138104451273,95.9034615763818,1972,47.67063709018594,0.6142599162218636,96.1676375047717,False,False,ranging,False,False,False,False,0.0,0.46130668235558403,False,False,0,100000
2023-01-06 17:00:00,95.5901602594473,95.9470014061247,95.5596033708687,95.5901602594473,6634,38.982574164606454,0.5881642908127783,96.15167280607008,False,False,ranging,False,False,False,False,0.0,0.38739803525599825,False,False,0,100000
2023-01-06 18:00:00,95.46133565296503,95.82961799750613,94.99662960751648,95.46133565296503,8483,42.59041887917039,0.6019771991063679,96.15264043779673,False,False,ranging,False,False,False,False,0.0,0.8329883899896515,False,False,0,100000
2023-01-06 19:00:00,95.78674253991291,95.96596256086787,95.41501041721673,95.78674253991291,3123,43.68447960223662,0.5895614738521319,96.14702195758049,False,False,ranging,False,False,False,False,0.0,0.5509521436511307,False,False,0,100000
2023-01-06 20:00:00,95.29439681333932,95.50474863603259,94.85413923361358,95.29439681333932,9790,27.485095088613832,0.5690270051428266,96.10174753038181,False,False,ranging,False,False,False,False,0.0,0.6506094024190077,False,False,0,100000
2023-01-06 21:00:00,95.38538078718096,95.47464983818897,95.33595253481,95.38538078718096,1224,31.78348789053753,0.5282980515860203,96.04520166293437,False,False,ranging,False,False,False,False,0.0,0.13869730337896158,False,False,0,100000
2023-01-06 22:00:00,95.90823788889394,96.32094993288742,95.89297157833713,95.90823788889394,2814,41.60465244053516,0.5550661619763549,96.03298639966849,True,False,bullish,False,False,False,False,0.0,0.4279783545502909,False,False,0,100000
